	
\n\n	{}{}
	
$nt3\t0' \n$kM\t\n# \n# S0TM:\n# K\n	{"$nt3"="0' "}{"$kM"=""}{"#comment"=""}{"#comment"="S0TM:"}{"#comment"="K"}
\n	{}
\n$Uv\t\n	{}{"$Uv"=""}
$t\tv\n# 7=\n# Z\n\n	{"$t"="v"}{"#comment"="7="}{"#comment"="Z"}{}
\n# zvK\n# k\n	{}{"#comment"="zvK"}{"#comment"="k"}
$s\t\n\n$lixN\tG.gu\n	{"$s"=""}{}{"$lixN"="G.gu"}
	
$W\tUNQPUEm\n\n	{"$W"="UNQPUEm"}{}
$C\tDK-g\n\n	{"$C"="DK-g"}{}
	
	
$N\t\n$5T\tQ\n$Rc\tk\n\n# \n	{"$N"=""}{"$5T"="Q"}{"$Rc"="k"}{}{"#comment"=""}
\n	{}
	
	
	
	
	
# \n	{"#comment"=""}
\n$Np\t0\n# y0\n$JNXNPB5Y\tZ\n# \n	{}{"$Np"="0"}{"#comment"="y0"}{"$JNXNPB5Y"="Z"}{"#comment"=""}
	
\n# Ac\n# 5ziZ\n	{}{"#comment"="Ac"}{"#comment"="5ziZ"}
$ZRu0\tJ\n# 0":jWJvx\n	{"$ZRu0"="J"}{"#comment"="0\":jWJvx"}
	
# \n	{"#comment"=""}
	
\n	{}
$P0\t\n$AN\tP\n$hvBnhA\t3OA\n	{"$P0"=""}{"$AN"="P"}{"$hvBnhA"="3OA"}
	
	
	
\n# S\n	{}{"#comment"="S"}
# mj\n$E\t\n\n\n$O:\t\n	{"#comment"="mj"}{"$E"=""}{}{}{"$O:"=""}
$o\th56o\n\n$Z\t2M'8Zf0\n	{"$o"="h56o"}{}{"$Z"="2M'8Zf0"}
$:\t\n\n# \n# FSOq\n	{"$:"=""}{}{"#comment"=""}{"#comment"="FSOq"}
$.+\tA5y-\n# S8VW0rI\n	{"$.+"="A5y-"}{"#comment"="S8VW0rI"}
\n	{}
\n$Kyb:\tDcO\n	{}{"$Kyb:"="DcO"}
	
	
	
$qYyQ\t\n$I\t\n\n\n$Z\t\n$7\tq\n	{"$qYyQ"=""}{"$I"=""}{}{}{"$Z"=""}{"$7"="q"}
	
# \n# \n	{"#comment"=""}{"#comment"=""}
\n$fqv\tb-kW\n	{}{"$fqv"="b-kW"}
\n	{}
	
$i6g_\t-\n# k\n# fp\n$xgqksmIPX9\tGL\n	{"$i6g_"="-"}{"#comment"="k"}{"#comment"="fp"}{"$xgqksmIPX9"="GL"}
\n	{}
\n$R\tI\n	{}{"$R"="I"}
# 6gj\n$O\t\n	{"#comment"="6gj"}{"$O"=""}
	
$Nffcyq\t\n\n$j\ty\n$je\tKR\n\n	{"$Nffcyq"=""}{}{"$j"="y"}{"$je"="KR"}{}
$vbQSN6\t:\n\n	{"$vbQSN6"=":"}{}
# +\n\n	{"#comment"="+"}{}
	
\n\n$Eg\t42b3L5\n	{}{}{"$Eg"="42b3L5"}
\n$d\tx\n# J+OT\n# _SZ\n	{}{"$d"="x"}{"#comment"="J+OT"}{"#comment"="_SZ"}
\n# 9Xz\n$w3\tk_\n	{}{"#comment"="9Xz"}{"$w3"="k_"}
	
# \n$BF\t\n	{"#comment"=""}{"$BF"=""}
	
	
$Z/\tM i"\n$nfR_\t0p.\n\n	{"$Z/"="M i""}{"$nfR_"="0p."}{}
	
\n	{}
	
	
	
$r\t\n# \n	{"$r"=""}{"#comment"=""}
$:\t EF8\n\n	{"$:"=" EF8"}{}
\n\n	{}{}
$P\tX\n# \n	{"$P"="X"}{"#comment"=""}
$NmSN\t"glN\n$b3i\t32r6\n# Dt\n	{"$NmSN"=""glN"}{"$b3i"="32r6"}{"#comment"="Dt"}
	
# W\n\n	{"#comment"="W"}{}
$1\tcRE\n\n	{"$1"="cRE"}{}
	
# i-cJ.q.oG\n$GSzU.\tJLE\n\n# ndjb\n$hfk\tVwJ\n# z\n\n$.\t4C'A-Qp8\n	{"#comment"="i-cJ.q.oG"}{"$GSzU."="JLE"}{}{"#comment"="ndjb"}{"$hfk"="VwJ"}{"#comment"="z"}{}{"$."="4C'A-Qp8"}
	
$mg\t\n	{"$mg"=""}
	
\n	{}
	
$A\tm\n\n\n	{"$A"="m"}{}{}
# \n\n\n	{"#comment"=""}{}{}
\n	{}
# \n	{"#comment"=""}
\n\n	{}{}
\n\n$0\t\n	{}{}{"$0"=""}
$POGBizqUuP\t\n	{"$POGBizqUuP"=""}
$/\tA2Q\n\n	{"$/"="A2Q"}{}
\n$iU\t:\n$j\tLsA\n	{}{"$iU"=":"}{"$j"="LsA"}
\n$i3G\tR\n	{}{"$i3G"="R"}
	
# D\n	{"#comment"="D"}
	
	
$jm\t\n	{"$jm"=""}
# 2/p\n# HAL\n# I\n	{"#comment"="2/p"}{"#comment"="HAL"}{"#comment"="I"}
\n# w4\n# Fk\n#  t\n# \n\n$u\tiIV\n$Fl\tGy'X\n$lg\tVL\n	{}{"#comment"="w4"}{"#comment"="Fk"}{"#comment"=" t"}{"#comment"=""}{}{"$u"="iIV"}{"$Fl"="Gy'X"}{"$lg"="VL"}
	
	
	
\n	{}
	
$jzC\t\n\n$KG\tX4HxLN\n	{"$jzC"=""}{}{"$KG"="X4HxLN"}
$aC\t9\n$eW\tk\n# tY\n	{"$aC"="9"}{"$eW"="k"}{"#comment"="tY"}
$R\t9T3\n\n# F\n	{"$R"="9T3"}{}{"#comment"="F"}
	
	
	
	
# o\n# gg\n	{"#comment"="o"}{"#comment"="gg"}
	
\n\n	{}{}
	
	
\n	{}
$9\t\n$a7G9+\t\n	{"$9"=""}{"$a7G9+"=""}
$aV\tt0\n	{"$aV"="t0"}
# \n\n	{"#comment"=""}{}
	
\n$oJh5h+\tCP\n$_d\tla\n	{}{"$oJh5h+"="CP"}{"$_d"="la"}
	
# F\n	{"#comment"="F"}
$f7nS\tFDH\n$9W6C\tw\n	{"$f7nS"="FDH"}{"$9W6C"="w"}
\n	{}
\n\n$R.ybd\t:4p\n	{}{}{"$R.ybd"=":4p"}
$B\t-j\n	{"$B"="-j"}
\n\n# \n	{}{}{"#comment"=""}
\n	{}
# T+\n	{"#comment"="T+"}
\n	{}
# uP:l\n# t\n# \n	{"#comment"="uP:l"}{"#comment"="t"}{"#comment"=""}
\n	{}
\n$7\t\n# \n\n# CbdUW\n	{}{"$7"=""}{"#comment"=""}{}{"#comment"="CbdUW"}
\n	{}
\n\n$kG\t\n	{}{}{"$kG"=""}
$mEY\tMeJ\n	{"$mEY"="MeJ"}
	
# \n	{"#comment"=""}
# \n	{"#comment"=""}
\n# '\n# 1\n$Nw6\t\n# \n# \n\n	{}{"#comment"="'"}{"#comment"="1"}{"$Nw6"=""}{"#comment"=""}{"#comment"=""}{}
$j\tz\n	{"$j"="z"}
# \n	{"#comment"=""}
# \n	{"#comment"=""}
	
# \n\n$E:kN\t164\n\n	{"#comment"=""}{}{"$E:kN"="164"}{}
# \n	{"#comment"=""}
	
	
$wJaswyY\t63Y6s\n$fsO\tl\n	{"$wJaswyY"="63Y6s"}{"$fsO"="l"}
	
\n$QY\tn\n	{}{"$QY"="n"}
	
$3n\tqndfs\n	{"$3n"="qndfs"}
	
\n	{}
$pTi\tsq\n# Gjlx\n# \n\n# \n	{"$pTi"="sq"}{"#comment"="Gjlx"}{"#comment"=""}{}{"#comment"=""}
	
	
$w\t+nWd\n# Y\n# \n	{"$w"="+nWd"}{"#comment"="Y"}{"#comment"=""}
	
$B\t\n	{"$B"=""}
	
\n	{}
	
	
	
$:oXy\t.\n$mMw\t'\n# C+7\n\n	{"$:oXy"="."}{"$mMw"="'"}{"#comment"="C+7"}{}
# \n\n	{"#comment"=""}{}
# Yp\n	{"#comment"="Yp"}
$M\tY\n	{"$M"="Y"}
	
\n# +GAnPNQ\n	{}{"#comment"="+GAnPNQ"}
	
	
\n# \n	{}{"#comment"=""}
\n# c.\n# \n$qD\tC\n# gwOLV\n	{}{"#comment"="c."}{"#comment"=""}{"$qD"="C"}{"#comment"="gwOLV"}
	
	
	
\n	{}
# Y\n	{"#comment"="Y"}
# I/E7"I\n$Q6\t\n	{"#comment"="I/E7\"I"}{"$Q6"=""}
\n	{}
$u7-N\tJ\n	{"$u7-N"="J"}
# \n	{"#comment"=""}
	
\n	{}
	
$T\t5\n	{"$T"="5"}
# \n$Z.I\t\n	{"#comment"=""}{"$Z.I"=""}
$aVDsPX:7ED\t\n$YjNuB-\t.\n	{"$aVDsPX:7ED"=""}{"$YjNuB-"="."}
	
# =V\n$C3\th\n	{"#comment"="=V"}{"$C3"="h"}
	
	
	
$9\t\n$B0\tcd7o\n	{"$9"=""}{"$B0"="cd7o"}
\n\n\n	{}{}{}
$OIKW\t\n	{"$OIKW"=""}
\n$J\t0Ck3ln\n# \n$Cl\tIR\n# E\n$w\t6\n\n	{}{"$J"="0Ck3ln"}{"#comment"=""}{"$Cl"="IR"}{"#comment"="E"}{"$w"="6"}{}
	
$qh\t'+e\n	{"$qh"="'+e"}
$kL\tV\n$Q\t\n$.WUaX\t\n$+_\tFX\n$ufPRa73\t\n	{"$kL"="V"}{"$Q"=""}{"$.WUaX"=""}{"$+_"="FX"}{"$ufPRa73"=""}
	
# DTQmMdV\n$.\t\n#  r+5q\n	{"#comment"="DTQmMdV"}{"$."=""}{"#comment"=" r+5q"}
$6\t_a\n	{"$6"="_a"}
	
	
	
\n\n# UX\n# wmuTQ\n# \n# v\n# f\n$/\tRz\n	{}{}{"#comment"="UX"}{"#comment"="wmuTQ"}{"#comment"=""}{"#comment"="v"}{"#comment"="f"}{"$/"="Rz"}
$mB6C\t\n	{"$mB6C"=""}
\n# pT \n# T\n	{}{"#comment"="pT "}{"#comment"="T"}
$KJ\tr\n	{"$KJ"="r"}
	
\n\n	{}{}
	
